"samplingProtocol","year","custom_cycle","custom_unitCode","custom_plantCommunity","custom_samplingFrame","custom_transectType","custom_transectNumber","decimalLatitude","decimalLongitude","geodeticDatum","Date","recordedBy","eventRemarks","custom_segment","occurrenceRemarks","custom_coverClass","custom_dead","custom_cf","identificationQualifier","custom_speciesCode","scientificName","vernacularName","custom_lifeForm","establishmentMeans","custom_certified","custom_certifiedBy","custom_certifiedDate","eventID","locationID"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","1",19.386043,-155.229628,"EPSG: 4326","2010-11-15","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"0 - 20",NA,"2",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104121500-709037899.971008","20110104121020-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","0 - 20",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","0 - 20",NA,"1",0,0,NA,"SCHCON","Schizachyrium condensatum","beardgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","0 - 20",NA,"1",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","20 - 40",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","20 - 40",NA,"2",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","40 - 60",NA,"2",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","40 - 60",NA,"1",0,0,NA,"HOLLAN","Holcus lanatus","common velvet grass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","40 - 60",NA,"1",0,0,NA,"ERABRO","Eragrostis brownei","sheepgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","40 - 60",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","60 - 80",NA,"2",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","60 - 80",NA,"2",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","60 - 80",NA,"1",0,0,NA,"SCHCON","Schizachyrium condensatum","beardgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","80 - 100",NA,"2",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","80 - 100",NA,"2",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","100 - 120",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","100 - 120",NA,"1",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","120 - 140",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","120 - 140",NA,"1",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","120 - 140",NA,"1",0,0,NA,"HOLLAN","Holcus lanatus","common velvet grass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","140 - 160",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","140 - 160",NA,"1",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","160 - 180",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","160 - 180",NA,"1",0,0,NA,"HOLLAN","Holcus lanatus","common velvet grass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","160 - 180",NA,"2",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","180 - 200",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","180 - 200",NA,"2",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","180 - 200",NA,"2",0,0,NA,"HOLLAN","Holcus lanatus","common velvet grass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","200 - 220",NA,"1",0,0,NA,"HOLLAN","Holcus lanatus","common velvet grass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","200 - 220",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","200 - 220",NA,"2",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","220 - 240",NA,"2",0,0,NA,"HOLLAN","Holcus lanatus","common velvet grass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","220 - 240",NA,"2",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","220 - 240",NA,"2",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","240 - 260",NA,"2",0,0,NA,"HOLLAN","Holcus lanatus","common velvet grass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","240 - 260",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","240 - 260",NA,"2",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","260 - 280",NA,"2",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","260 - 280",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","280 - 300",NA,"3",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","280 - 300",NA,"2",0,0,NA,"HOLLAN","Holcus lanatus","common velvet grass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","280 - 300",NA,"3",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","300 - 320",NA,"1",0,0,NA,"SCHCON","Schizachyrium condensatum","beardgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","300 - 320",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","300 - 320",NA,"1",0,0,NA,"HOLLAN","Holcus lanatus","common velvet grass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","300 - 320",NA,"2",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","320 - 340",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","320 - 340",NA,"3",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","340 - 360",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","340 - 360",NA,"2",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","360 - 380",NA,"2",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","360 - 380",NA,"3",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","380 - 400",NA,"2",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","380 - 400",NA,"2",0,0,NA,"HOLLAN","Holcus lanatus","common velvet grass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","380 - 400",NA,"2",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","400 - 420",NA,"2",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","400 - 420",NA,"3",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","400 - 420",NA,"1",0,0,NA,"HOLLAN","Holcus lanatus","common velvet grass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","420 - 440",NA,"2",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","420 - 440",NA,"2",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
"Established Invasive Plant Species",2022,3,"HAVO","Subalpine Shrubland","Mauna Loa","Fixed","6",19.303874,-155.564715,"EPSG: 4326","2022-09-13","Brayden Pollvogt | Madison Jochum","Ran backwards from end. Moved all posts and recorded new coordinates.","440 - 460",NA,"3",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Jake Gross","2024-12-30","20220915162903-110386848.449707","20110809101519-533424019.813538"
